Babbling,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1,,Balbuceo,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1,,,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09,0.1,0.11,0.12,0.13,0.14,0.15,0.16,0.17,0.18,0.19,0.2,0.21,0.22,0.23,0.24,0.25,0.26,0.27,0.28,0.29,0.3,0.31,0.32,0.33,0.34,0.35,0.36,0.37,0.38,0.39,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.52,0.53,0.54,0.55,0.56,0.57,0.58,0.59,0.6,0.61,0.62,0.63,0.64,0.65,0.66,0.67,0.68,0.69,0.7,0.71,0.72,0.73,0.74,0.75,0.76,0.77,0.78,0.79,0.8,0.81,0.82,0.83,0.84,0.85,0.86,0.87,0.88,0.89,0.9,0.91,0.92,0.93,0.94,0.95,0.96,0.97,0.98,0.99,1
13,0%,70%,76%,80%,80%,80%,80%,80%,80%,80%,80%,80%,80%,80%,80%,80%,80%,80%,80%,80%,80%,84%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,94%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,0,0.568666667,0.646333333,0.693333333,0.708333333,0.723333333,0.733333333,0.733333333,0.740666667,0.76,0.766666667,0.766666667,0.766666667,0.766666667,0.766666667,0.773333333,0.788333333,0.8,0.8,0.8,0.806,0.84,0.865333333,0.866666667,0.866666667,0.866666667,0.866666667,0.866666667,0.866666667,0.866666667,0.866666667,0.88,0.895,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.913333333,0.930666667,0.942,0.961333333,0.966666667,0.966666667,0.966666667,0.98,0.995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,0,0.482666667,0.568888889,0.627111111,0.638888889,0.651555556,0.673777778,0.687111111,0.696222222,0.72,0.732666667,0.733333333,0.733555556,0.739555556,0.744444444,0.748888889,0.766222222,0.784888889,0.788888889,0.788888889,0.794888889,0.819111111,0.832888889,0.833333333,0.838888889,0.844444444,0.844444444,0.844444444,0.849111111,0.86,0.866666667,0.875555556,0.885555556,0.888888889,0.888888889,0.893777778,0.899777778,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.904444444,0.910222222,0.924,0.949333333,0.955555556,0.955555556,0.955555556,0.964444444,0.974444444,0.988,0.998888889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
14,0%,60%,60%,60%,60%,60%,60%,63%,69%,70%,70%,75%,80%,80%,80%,80%,80%,80%,80%,80%,80%,80%,84%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,92%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,0,0.591333333,0.630333333,0.66,0.675,0.69,0.7,0.710666667,0.728666667,0.733333333,0.733333333,0.749333333,0.766666667,0.766666667,0.766666667,0.773333333,0.788333333,0.8,0.8,0.8,0.8,0.814666667,0.846,0.865333333,0.866666667,0.866666667,0.866666667,0.866666667,0.866666667,0.866666667,0.866666667,0.88,0.895,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.907333333,0.925333333,0.946666667,0.964,0.966666667,0.966666667,0.966666667,0.966666667,0.966666667,0.98,0.995,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,0,0.542222222,0.611888889,0.659111111,0.675,0.69,0.704777778,0.713777778,0.725555556,0.74,0.744444444,0.749777778,0.755555556,0.755555556,0.755555556,0.762222222,0.780888889,0.798,0.8,0.8,0.804,0.826666667,0.848222222,0.855111111,0.855555556,0.855555556,0.855555556,0.855555556,0.857888889,0.863333333,0.866666667,0.88,0.895,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.902444444,0.908444444,0.92,0.931555556,0.939111111,0.952,0.955555556,0.955555556,0.955555556,0.968888889,0.983888889,0.994,0.999444444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,0%,68%,70%,70%,73%,77%,80%,80%,81%,85%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,92%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,0,0.661333333,0.685333333,0.7,0.708333333,0.723333333,0.733333333,0.744,0.763666667,0.783333333,0.798333333,0.816,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.848,0.879333333,0.898666667,0.9,0.9,0.905,0.92,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.940666667,0.958666667,0.98,0.997333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,0,0.607111111,0.654,0.684444444,0.697222222,0.712222222,0.722222222,0.729333333,0.744333333,0.758888889,0.766111111,0.777333333,0.788888889,0.788888889,0.788888889,0.793333333,0.803333333,0.811111111,0.811111111,0.811111111,0.813111111,0.834222222,0.863555556,0.876888889,0.877777778,0.877777778,0.879444444,0.884444444,0.888888889,0.888888889,0.888888889,0.897777778,0.907777778,0.911111111,0.911111111,0.911111111,0.911111111,0.911111111,0.911111111,0.911111111,0.911111111,0.911111111,0.916,0.928,0.946666667,0.964,0.969555556,0.976,0.977777778,0.977777778,0.977777778,0.986666667,0.996666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,0%,20%,27%,36%,43%,47%,53%,62%,71%,75%,80%,80%,80%,80%,80%,80%,80%,80%,80%,80%,85%,89%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,93%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,0,0.493333333,0.523333333,0.553333333,0.583333333,0.613333333,0.643333333,0.684,0.732,0.766666667,0.796666667,0.816,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.833333333,0.848333333,0.863333333,0.880666667,0.898666667,0.9,0.9,0.905,0.92,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.943333333,0.958333333,0.966666667,0.966666667,0.966666667,0.966666667,0.966666667,0.966666667,0.966666667,0.974,0.992,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,0,0.582,0.613,0.637777778,0.655555556,0.675555556,0.692222222,0.712888889,0.741444444,0.761111111,0.776111111,0.793777778,0.811111111,0.811111111,0.811111111,0.813333333,0.818333333,0.822222222,0.822222222,0.822222222,0.827222222,0.842,0.868666667,0.887555556,0.888888889,0.888888889,0.892222222,0.902222222,0.911111111,0.911111111,0.911111111,0.915555556,0.920555556,0.925555556,0.930555556,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.940666667,0.958666667,0.975555556,0.987111111,0.988888889,0.988888889,0.988888889,0.988888889,0.988888889,0.993333333,0.998333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,0%,60%,65%,70%,75%,80%,80%,80%,80%,80%,80%,80%,85%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,95%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,0,0.493333333,0.54,0.586666667,0.633333333,0.68,0.71,0.74,0.77,0.8,0.83,0.833333333,0.85,0.866666667,0.866666667,0.866666667,0.866666667,0.866666667,0.866666667,0.866666667,0.881666667,0.896666667,0.9,0.9,0.9,0.9,0.905,0.92,0.933333333,0.933333333,0.95,0.966666667,0.966666667,0.976666667,0.991666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,0,0.549333333,0.582888889,0.613333333,0.641666667,0.672222222,0.695555556,0.722666667,0.755222222,0.783333333,0.808333333,0.821777778,0.838888889,0.844444444,0.844444444,0.844444444,0.844444444,0.844444444,0.844444444,0.844444444,0.854444444,0.869333333,0.886666667,0.899111111,0.9,0.9,0.905,0.92,0.933333333,0.933333333,0.938888889,0.944444444,0.944444444,0.951111111,0.961111111,0.966666667,0.966666667,0.966666667,0.966666667,0.966666667,0.966666667,0.966666667,0.971555556,0.983555556,0.993333333,0.999111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,0%,80%,80%,80%,80%,80%,84%,89%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,93%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,0,0.532666667,0.573333333,0.62,0.658333333,0.69,0.724333333,0.770666667,0.801666667,0.816666667,0.831666667,0.833333333,0.85,0.866666667,0.866666667,0.866666667,0.866666667,0.866666667,0.866666667,0.866666667,0.891333333,0.922666667,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.95,0.966666667,0.966666667,0.976666667,0.991666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,0,0.506444444,0.545555556,0.586666667,0.625,0.661111111,0.692555556,0.731555556,0.767888889,0.794444444,0.819444444,0.827555556,0.844444444,0.855555556,0.855555556,0.855555556,0.855555556,0.855555556,0.855555556,0.855555556,0.873777778,0.894222222,0.904666667,0.910666667,0.911111111,0.911111111,0.914444444,0.924444444,0.933333333,0.933333333,0.944444444,0.955555556,0.955555556,0.965555556,0.980555556,0.988888889,0.988888889,0.988888889,0.988888889,0.988888889,0.988888889,0.988888889,0.991333333,0.997333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,0%,52%,68%,80%,80%,80%,80%,82%,88%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,93%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,0,0.638666667,0.709,0.766666667,0.783333333,0.8,0.814333333,0.838666667,0.859,0.866666667,0.866666667,0.866666667,0.883333333,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.909666667,0.926,0.933333333,0.933333333,0.933333333,0.933333333,0.943666667,0.961333333,0.966666667,0.966666667,0.983333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,0,0.554888889,0.607444444,0.657777778,0.691666667,0.723333333,0.749555556,0.783111111,0.810222222,0.827777778,0.842777778,0.844444444,0.861111111,0.877777778,0.877777778,0.877777778,0.877777778,0.877777778,0.877777778,0.877777778,0.894222222,0.915111111,0.922222222,0.922222222,0.922222222,0.922222222,0.927333333,0.938222222,0.944444444,0.944444444,0.961111111,0.977777778,0.977777778,0.984444444,0.994444444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,0%,55%,63%,70%,78%,80%,80%,80%,84%,88%,90%,90%,90%,90%,90%,91%,95%,98%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,0,0.622666667,0.701666667,0.768,0.793333333,0.8,0.814333333,0.84,0.873,0.893333333,0.9,0.9,0.9,0.9,0.9,0.902666667,0.915333333,0.928,0.933333333,0.933333333,0.943,0.959333333,0.966666667,0.966666667,0.966666667,0.966666667,0.977,0.994666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,0,0.598,0.661333333,0.718222222,0.745,0.763333333,0.784333333,0.816444444,0.844555556,0.858888889,0.866111111,0.866666667,0.877777778,0.888888889,0.888888889,0.889777778,0.894,0.898222222,0.9,0.9,0.914666667,0.936,0.944444444,0.944444444,0.944444444,0.944444444,0.951333333,0.963111111,0.966666667,0.966666667,0.977777778,0.988888889,0.988888889,0.992222222,0.997222222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,0%,40%,54%,62%,70%,74%,78%,82%,86%,90%,90%,90%,90%,90%,90%,90%,90%,92%,96%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,0,0.49,0.615,0.708,0.76,0.78,0.793333333,0.816,0.859666667,0.893333333,0.9,0.9,0.9,0.9,0.9,0.902666667,0.915333333,0.934666667,0.953333333,0.966666667,0.966666667,0.966666667,0.966666667,0.966666667,0.966666667,0.966666667,0.977,0.994666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,0,0.583777778,0.675222222,0.747555556,0.778888889,0.793333333,0.807333333,0.831555556,0.863888889,0.884444444,0.888888889,0.888888889,0.894444444,0.9,0.9,0.901777778,0.910222222,0.920888889,0.928888889,0.933333333,0.939777778,0.950666667,0.955555556,0.955555556,0.955555556,0.955555556,0.965888889,0.983555556,0.988888889,0.988888889,0.994444444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,0%,65%,68%,72%,77%,82%,88%,90%,90%,90%,90%,90%,90%,90%,91%,93%,96%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,0,0.535333333,0.616333333,0.68,0.75,0.788,0.819333333,0.841333333,0.867333333,0.893333333,0.9,0.9,0.9,0.9,0.901666667,0.913333333,0.935,0.963333333,0.986666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,0,0.549333333,0.644333333,0.718666667,0.767777778,0.789333333,0.809,0.832444444,0.866666667,0.893333333,0.9,0.9,0.9,0.9,0.900555556,0.906222222,0.921888889,0.942,0.957777778,0.966666667,0.969888889,0.975333333,0.977777778,0.977777778,0.977777778,0.977777778,0.984666667,0.996444444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,0%,63%,69%,73%,76%,79%,80%,80%,80%,80%,80%,80%,82%,85%,88%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,93%,96%,99%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,0,0.560666667,0.637666667,0.688,0.743333333,0.785333333,0.819333333,0.84,0.853333333,0.866666667,0.866666667,0.866666667,0.872,0.882666667,0.895,0.910666667,0.919666667,0.935333333,0.953333333,0.966666667,0.966666667,0.966666667,0.966666667,0.966666667,0.966666667,0.966666667,0.966666667,0.966666667,0.976,0.986666667,0.997333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,0,0.528666667,0.623,0.692,0.751111111,0.784444444,0.810666667,0.832444444,0.860111111,0.884444444,0.888888889,0.888888889,0.890666667,0.894222222,0.898888889,0.908888889,0.923333333,0.944444444,0.964444444,0.977777778,0.977777778,0.977777778,0.977777778,0.977777778,0.977777778,0.977777778,0.981222222,0.987111111,0.992,0.995555556,0.999111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,0%,60%,64%,69%,70%,70%,70%,70%,72%,74%,76%,79%,80%,80%,80%,80%,81%,83%,86%,88%,90%,90%,90%,90%,90%,92%,95%,97%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,,,0,0.626,0.672333333,0.712,0.743333333,0.772,0.792666667,0.8,0.805333333,0.813333333,0.821333333,0.829333333,0.838666667,0.849333333,0.861666667,0.877333333,0.889,0.906,0.918666667,0.926666667,0.933333333,0.933333333,0.933333333,0.933333333,0.933333333,0.941333333,0.949333333,0.957333333,0.974666667,0.986666667,0.997333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,0,0.574,0.642111111,0.693333333,0.745555556,0.781777778,0.810444444,0.827111111,0.842,0.857777778,0.862666667,0.865333333,0.870222222,0.877333333,0.886111111,0.900444444,0.914555556,0.934888889,0.952888889,0.964444444,0.966666667,0.966666667,0.966666667,0.966666667,0.966666667,0.969333333,0.972,0.974666667,0.983555556,0.991111111,0.998222222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1